ts,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,FL_x,FL_y,FL_z,FR_x,FR_y,FR_z,BL_x,BL_y,BL_z,BR_x,BR_y,BR_z,FL_contact,FR_contact,BL_contact,BR_contact,gt_pos_x,gt_pos_y,gt_pos_z,gt_rot_w,gt_rot_x,gt_rot_y,gt_rot_z,state_est_rot_w,state_est_rot_x,state_est_rot_y,state_est_rot_z,state_est_pos_x,state_est_pos_y,state_est_pos_z
1747821651.22065,-0.785298169,0.033518825,6.525396824,0.200269684,-0.116113812,-0.322775096,0.153080665,0.164185288,-0.302095485,0.222867572,-0.152435249,-0.322873197,-0.146143755,0.168162298,-0.313351888,-0.219005143,-0.178245148,-0.301130634,0,1,1,0,4868.237792969,-2205.430908203,306.630889893,0.954039097,-0.014452318,-0.017095961,0.298844814,0.772591068,0.001019497,0.001102175,0.634902187,-0.20428105,-1.33866103,-6.2193e-05
1747821651.23159,-0.320823014,0.365115762,7.290344238,0.045806367,-0.073503241,-0.296143472,0.15990619,0.165216549,-0.297807813,0.219900263,-0.152836362,-0.322998367,-0.150284212,0.168342199,-0.313623087,-0.211354999,-0.179485597,-0.2959749,0,1,1,0,4870.635742188,-2203.489013672,306.610290527,0.954452753,-0.013141031,-0.017622991,0.297551125,0.773632877,0.002258351,0.001216624,0.633628907,-0.203315564,-1.335459559,-4.4343999999999994e-05
1747821651.2375,-0.237025961,0.092176765,7.50701952,0.091612734,-0.029827401,-0.307861388,0.165577484,0.16573581,-0.294271346,0.216477556,-0.153079596,-0.323043831,-0.151917017,0.168463268,-0.313813507,-0.206167053,-0.179857391,-0.292768624,0,1,1,0,4873.077148438,-2201.654296875,306.476928711,0.954797208,-0.012627807,-0.017950736,0.296446621,0.774140257,0.00248784,0.001186022,0.633008109,-0.202845718,-1.333356287,-0.000111387
1747821651.24567,-0.465672225,-0.501585245,9.361329079,0.139549628,-0.02450108,-0.288686633,0.172897236,0.166267063,-0.291081539,0.212305974,-0.153365981,-0.323085236,-0.154236831,0.168492023,-0.313934491,-0.19867606,-0.180124324,-0.288826583,0,1,1,0,4875.4609375,-2199.908203125,306.243896484,0.955147862,-0.01252808,-0.017908867,0.295321703,0.774837753,0.002790558,0.001548298,0.632152096,-0.202087812,-1.329680226,-0.000525255
1747821651.25449,0.44532153,-0.143652096,10.465055466,0.109722227,0.102265373,-0.2237055,0.182497992,0.166434337,-0.287075061,0.209358198,-0.153581571,-0.322869337,-0.157612756,0.168228918,-0.314234374,-0.188656338,-0.179848237,-0.283671357,0,1,1,0,4877.830078125,-2198.098632813,305.933837891,0.955519855,-0.011736568,-0.017644636,0.294164449,0.775544076,0.003008042,0.002043296,0.63128295,-0.201324787,-1.326097802,-0.00085507
1747821651.26491,0.099359371,0.640448928,11.382035255,-0.008522115,0.18109493,-0.177899137,0.192960206,0.166179045,-0.284077341,0.207071868,-0.15385098,-0.322709166,-0.16181934,0.167628904,-0.314609267,-0.177386587,-0.178948036,-0.279189929,0,1,1,0,4877.830078125,-2198.098632813,305.933837891,0.955519855,-0.011736568,-0.017644636,0.294164449,0.776136009,0.00286395,0.002739985,0.630553079,-0.200787544,-1.322705531,-0.001080758
1747821651.27062,-0.463278025,-0.022744916,10.951078415,-0.031957928,0.160854906,-0.117179073,0.203913587,0.165525258,-0.281830744,0.204594741,-0.154110173,-0.32251657,-0.164793304,0.167152101,-0.31483892,-0.166245769,-0.177513116,-0.275631193,0,1,1,0,4882.553222656,-2194.611328125,305.590515137,0.955978096,-0.011559282,-0.016305109,0.292756557,0.776533366,0.002299749,0.003212275,0.630063746,-0.200562803,-1.319624447,-0.001230274
1747821651.27884,0.073023155,0.053869538,10.991780281,-0.003195793,0.103330642,-0.110787489,0.21561008,0.164983889,-0.280206754,0.202348957,-0.154248965,-0.322336422,-0.167526519,0.166509373,-0.315136704,-0.154802492,-0.17584624,-0.273097756,0,1,1,0,4884.876464844,-2192.909912109,305.602813721,0.956107676,-0.012379725,-0.015626337,0.292336553,0.776780892,0.001866121,0.003487408,0.629758526,-0.200542882,-1.317011531,-0.001233644
1747821651.28757,0.456095427,-0.725443125,10.360907555,0.050067421,0.079894826,-0.070307441,0.224579437,0.164725364,-0.279542431,0.200110068,-0.154321137,-0.322212578,-0.169819674,0.165789974,-0.315447546,-0.145725806,-0.174167991,-0.271669897,0,1,1,0,4884.876464844,-2192.909912109,305.602813721,0.956107676,-0.012379725,-0.015626337,0.292336553,0.777071169,0.001753705,0.003902803,0.629398197,-0.200351221,-1.31427414,-0.001048433
1747821651.29572,0.162805721,0.232237563,8.959102631,-0.005326321,0.040480044,-0.042610571,0.235195391,0.163689271,-0.280215747,0.197716931,-0.154226783,-0.322023882,-0.172217761,0.165032027,-0.315715557,-0.13692813,-0.172141727,-0.27155737,0,1,1,0,4889.639160156,-2189.329101563,305.804779053,0.95631206,-0.012390669,-0.014859575,0.29170689,0.777243621,0.001634383,0.00416122,0.62918389,-0.200094915,-1.311910767,-0.000909156
1747821651.30379,0.086191259,0.396240383,8.571242332,-0.003195793,0.067111649,-0.051132686,0.242617969,0.163022743,-0.281633467,0.195844723,-0.154179527,-0.321926668,-0.175023406,0.164694061,-0.315776408,-0.127106804,-0.170503852,-0.271925253,0,1,1,0,4892.130371094,-2187.504638672,305.981445313,0.956355274,-0.012754967,-0.014736166,0.291555643,0.777367664,0.001405789,0.0042228,0.629030767,-0.199824373,-1.309359851,-0.00091552
1747821651.31258,0.600944638,0.591367841,7.58722496,0.100134842,-0.053263217,-0.08415588,0.249861392,0.162328653,-0.28354276,0.193943763,-0.154163018,-0.321743795,-0.177173903,0.16439067,-0.315839748,-0.120568822,-0.169185452,-0.273317656,0,1,1,0,4894.557617188,-2185.637451172,306.035614014,0.956401348,-0.012771427,-0.014551415,0.291413128,0.777570241,0.001494635,0.004429205,0.628778712,-0.199400196,-1.306559613,-0.000852471
1747821651.32157,0.915782154,-0.693121374,7.606379032,0.144875944,-0.046871629,-0.059654802,0.258637082,0.161943756,-0.28678188,0.191277236,-0.154381063,-0.321420704,-0.18117669,0.163798262,-0.315821787,-0.111947449,-0.167863602,-0.276504449,0,1,1,0,4897.062988281,-2183.709960938,305.96472168,0.956502497,-0.012436141,-0.014632855,0.291091383,0.777766531,0.002077276,0.004609728,0.628532942,-0.198855301,-1.303934354,-0.000970486
1747821651.32993,1.057040095,0.611718535,7.50462532,0.050067421,-0.082025349,-0.100134842,0.261380528,0.162460308,-0.291362109,0.19021027,-0.154838713,-0.320900137,-0.183328199,0.164004044,-0.315179803,-0.107369452,-0.167460852,-0.278930496,0,1,1,0,4899.575683594,-2181.787841797,305.732727051,0.956561506,-0.011871121,-0.01464414,0.290920377,0.77794132,0.002440989,0.004636708,0.628315084,-0.19842143,-1.302446036,-0.001241067
1747821651.33753,0.78170687,-0.494402647,7.709329605,0.05645901,-0.116113812,-0.072437972,0.263362162,0.163283701,-0.294582877,0.18838848,-0.154940954,-0.320696943,-0.184531215,0.163942719,-0.314837979,-0.105172604,-0.167435727,-0.282248628,0,1,1,0,4902.15234375,-2179.672607422,305.288909912,0.956691086,-0.011065155,-0.014815155,0.290517271,0.778150898,0.003002529,0.004406557,0.628054732,-0.198026965,-1.300862115,-0.001116245
1747821651.34801,0.982819796,-0.901416957,9.206902504,0.085221142,-0.079894826,-0.072437972,0.263500115,0.165172496,-0.299491621,0.18461473,-0.155167252,-0.320216776,-0.188500104,0.163898945,-0.314286775,-0.104935869,-0.168011728,-0.287568398,0,1,1,0,4904.788574219,-2177.626220703,304.808013916,0.956749618,-0.010718755,-0.015011888,0.290327191,0.778249779,0.003434936,0.004255026,0.627931029,-0.19761539,-1.299298621,-0.001283076
1747821651.35383,1.177947283,-0.220266551,8.353369713,0.052197952,-0.051132686,-0.061785329,0.261714742,0.166390535,-0.302140181,0.182388642,-0.155279486,-0.319873151,-0.190474509,0.163826701,-0.3140195,-0.106260185,-0.168537683,-0.290499734,0,1,1,0,4907.561523438,-2175.587890625,304.176330566,0.956811845,-0.010579566,-0.015410128,0.290106267,0.778476155,0.004200795,0.004255016,0.627645699,-0.196651467,-1.295806285,-0.002024122
1747821651.36249,1.037886381,-0.075417355,9.446322441,0.004261057,-0.014913701,-0.040480044,0.255699329,0.168759063,-0.306536169,0.177982112,-0.155334976,-0.319242615,-0.195201741,0.163777855,-0.313295909,-0.110963864,-0.169726271,-0.295607953,0,1,1,0,4910.37109375,-2173.479736328,303.570739746,0.956897318,-0.010103503,-0.015557023,0.289833367,0.778603491,0.004401291,0.004236412,0.627486483,-0.195961507,-1.293187145,-0.002542801
1747821651.37101,1.092953086,-0.153228909,9.99698925,-0.018109493,0.045806367,-0.028762136,0.251861624,0.170011034,-0.308355798,0.175813558,-0.155311268,-0.318924869,-0.197293801,0.163759115,-0.312845692,-0.11396306,-0.170516103,-0.297734894,0,1,1,0,4913.177734375,-2171.304931641,302.797485352,0.956926882,-0.009833803,-0.015562055,0.289744914,0.778732954,0.004345929,0.004220263,0.627326301,-0.195238803,-1.289735725,-0.003439804
1747821651.38079,0.78050977,0.513556242,10.838551521,-0.112918019,0.13741909,0.018109493,0.241561363,0.168016091,-0.316473026,0.172368626,-0.156150641,-0.317469096,-0.200961734,0.164293094,-0.311598439,-0.121137166,-0.167749343,-0.304463648,1,1,1,0,4913.177734375,-2171.304931641,302.797485352,0.956926882,-0.009833803,-0.015562055,0.289744914,0.778821615,0.003758721,0.00434956,0.627219137,-0.194608534,-1.285381067,-0.00496807
1747821651.38848,-0.423773706,-3.585317135,14.137761116,0.145941213,-0.102265373,0.012783172,0.233178057,0.165925257,-0.323097917,0.169118837,-0.156175643,-0.315969202,-0.204861979,0.164676339,-0.310418942,-0.131145961,-0.166465962,-0.314646212,1,1,1,1,4919.060546875,-2166.994140625,301.446533203,0.956965983,-0.011232872,-0.015198928,0.289584011,0.778714059,0.003198493,0.004510905,0.627354634,-0.194348309,-1.282971248,-0.005388658
1747821651.39586,-0.713472128,-2.705447912,19.643228531,0.164050698,-0.085221142,0.037284251,0.231285544,0.165984502,-0.323383439,0.167918902,-0.155933951,-0.315870753,-0.2067968,0.164429582,-0.310181785,-0.131174803,-0.167100965,-0.31484311,1,1,1,1,4922.084472656,-2164.887695313,301.120117188,0.956934333,-0.01117967,-0.01482181,0.289710253,0.778672039,0.003973774,0.00467514,0.627401154,-0.193657394,-1.28125239,-0.003354187
1747821651.40488,-1.066616893,2.537853718,23.772027969,0.042610571,-0.091612734,-0.078829557,0.229175233,0.166079056,-0.3227302,0.166215323,-0.154991971,-0.316128219,-0.209040132,0.163821999,-0.310147299,-0.132703223,-0.168353109,-0.313737508,1,1,1,1,4925.003417969,-2162.765869141,301.495422363,0.956925511,-0.009828256,-0.0151326,0.289772242,0.778851466,0.004715183,0.004662994,0.627173355,-0.193103766,-1.280221203,-0.003304944
1747821651.41199,-1.185129881,-1.194706678,12.237961769,-0.041545309,0.013848436,-0.115048543,0.227251784,0.165913751,-0.322333722,0.163959778,-0.15386321,-0.316957805,-0.211496321,0.162490898,-0.310507245,-0.133640412,-0.168829981,-0.312648919,1,1,1,1,4927.848632813,-2160.819091797,302.583892822,0.956967175,-0.010186058,-0.015081248,0.289624929,0.779043354,0.004693018,0.004602113,0.626935602,-0.193240188,-1.279401034,-0.003544986
1747821651.421,-2.177526474,-1.126471877,8.863334656,-0.047936894,-0.040480044,-0.136353835,0.225470726,0.165275655,-0.32236638,0.161601492,-0.153478397,-0.318076583,-0.213483172,0.161320569,-0.311129291,-0.136431371,-0.168671242,-0.313127307,1,1,1,1,4930.618164063,-2158.828125,303.875549316,0.95711571,-0.009912184,-0.01519302,0.289137363,0.779303943,0.004502726,0.004486078,0.626613889,-0.193055927,-1.276819198,-0.003088887
1747821651.43782,-1.183932781,-0.517147541,4.602852821,0.001065264,-0.08415588,-0.033023193,0.219358318,0.162780854,-0.325749883,0.157011946,-0.159466965,-0.315056368,-0.217995227,0.165673435,-0.307385327,-0.145840593,-0.166163786,-0.317987905,1,0,0,1,4933.312988281,-2157.029785156,305.084350586,0.957240522,-0.010331619,-0.015055068,0.288716555,0.779826955,0.004667921,0.005094209,0.625957011,-0.191240964,-1.269052201,-0.000122083
1747821651.44,-1.183932781,-0.517147541,4.602852821,0.039414778,-0.166181237,-0.047936894,0.218715175,0.162800985,-0.325905731,0.157130656,-0.159772378,-0.3146661,-0.217308681,0.165872507,-0.306621018,-0.146399177,-0.166155916,-0.318097388,1,0,0,1,4935.94921875,-2155.208251953,306.172302246,0.95741725,-0.009934113,-0.014662416,0.288164109,0.779855927,0.004748966,0.005019682,0.625920908,-0.191054369,-1.268262298,-2.6246999999999998e-05
1747821651.44554,-2.227804661,1.622071624,5.693411827,-0.054328479,-0.103330642,-0.004261057,0.216490548,0.162816904,-0.326369818,0.158084677,-0.160597561,-0.312966194,-0.216358328,0.166599276,-0.305104515,-0.148365199,-0.166161441,-0.31846292,1,0,0,1,4938.563964844,-2153.421875,306.959014893,0.957462907,-0.009484645,-0.014832892,0.288018823,0.779881866,0.004924459,0.004836751,0.625888673,-0.19067687,-1.266689101,0.000200425
1747821651.45386,-0.650025785,0.847547412,6.538564682,-0.091612734,-0.127831712,0.046871629,0.213026017,0.163258322,-0.326829594,0.159564919,-0.161851576,-0.3108375,-0.215658304,0.167639851,-0.303072689,-0.151644814,-0.166286796,-0.3189092,1,0,0,1,4941.115234375,-2151.655029297,307.588745117,0.957443237,-0.00984095,-0.015346476,0.288045257,0.779882644,0.00488667,0.004076764,0.625893411,-0.190107708,-1.263759981,0.000485021
1747821651.46267,-0.075417355,-1.984793186,7.437587738,0.086286411,-0.157659113,0.131027505,0.210172288,0.163285439,-0.327197008,0.161322724,-0.162605044,-0.308615211,-0.212232981,0.168967837,-0.299436128,-0.154168159,-0.166413391,-0.319266249,1,0,0,1,4943.65625,-2149.851806641,307.960357666,0.957382977,-0.00970831,-0.015998306,0.288214624,0.779651525,0.005314463,0.003962597,0.626178532,-0.189508134,-1.261151749,0.000723434
1747821651.47087,-0.729034424,1.612494826,6.515820026,0.07137271,-0.07137271,0.119309604,0.207337132,0.163285359,-0.327436927,0.164969975,-0.163055953,-0.305454536,-0.208892989,0.170217829,-0.296266785,-0.156400631,-0.166828787,-0.319140814,1,0,0,1,4946.208007813,-2148.150878906,308.127746582,0.957199574,-0.00942657,-0.016019123,0.288831323,0.77936702,0.005714834,0.003808539,0.626530034,-0.189065386,-1.259439258,0.000786413
1747821651.47899,-0.611718535,-0.01436521,7.750030994,-0.068176918,-0.069242179,0.198139161,0.203162766,0.163314847,-0.327595454,0.170744203,-0.163623474,-0.301119755,-0.202008906,0.172091387,-0.290765972,-0.16057165,-0.16696566,-0.319211756,1,0,0,1,4948.693359375,-2146.391601563,308.1355896,0.957046509,-0.008920895,-0.016464632,0.289329022,0.779083495,0.005887571,0.003733724,0.626881411,-0.188265446,-1.25615024,0.000394968
1747821651.48777,0.254982471,1.000776291,8.775946617,-0.123570658,0.058589537,0.185355991,0.199711639,0.163406472,-0.327390903,0.176730866,-0.164154189,-0.297431487,-0.196133883,0.173486288,-0.287049818,-0.163904583,-0.166726777,-0.31946524,1,0,0,1,4951.140625,-2144.669677734,307.931091309,0.956823111,-0.009071314,-0.016676072,0.290050238,0.778532216,0.005698021,0.003391964,0.62756961,-0.187591431,-1.253067243,0.000230668
1747821651.49553,-0.10295067,1.126471877,9.396044731,-0.126766458,0.049002159,0.152332798,0.196193539,0.163191203,-0.327244793,0.183769535,-0.164557417,-0.294436349,-0.188705445,0.174356695,-0.282419926,-0.166398721,-0.166365709,-0.319619938,1,0,0,1,4953.598632813,-2142.951904297,307.731140137,0.956594884,-0.009427416,-0.016717896,0.290788293,0.778206475,0.005256122,0.003283116,0.627977926,-0.187141915,-1.250266377,-4.7088e-05
1747821651.50389,0.308852017,-0.090979666,10.244789124,-0.009587379,0.117179073,0.141680151,0.193890184,0.163231645,-0.327069904,0.19043995,-0.164689955,-0.291388466,-0.180906264,0.174692789,-0.2789568,-0.169108028,-0.166213979,-0.319678517,1,0,0,1,4956.004394531,-2141.101074219,307.356689453,0.956409931,-0.009473675,-0.016506862,0.291406572,0.777867306,0.004705355,0.003330302,0.628402119,-0.186664086,-1.247326685,-0.000309984
1747821651.51263,0.137666598,0.196324542,10.848128319,0.108656958,0.182160199,0.063915856,0.19135664,0.163256151,-0.326800177,0.200556209,-0.164486961,-0.287909579,-0.169874938,0.174581239,-0.274422302,-0.171674181,-0.166186606,-0.319664053,1,0,0,1,4958.442382813,-2139.360839844,307.150390625,0.956221759,-0.010247323,-0.01594249,0.292028755,0.777585776,0.004312058,0.003831402,0.628750417,-0.186041714,-1.244517691,-0.000425544
1747821651.52093,-0.721851826,-0.304063618,10.40639782,0.128896981,0.187486514,0.069242179,0.188818873,0.163289864,-0.326536122,0.211774736,-0.163568652,-0.284766418,-0.158925322,0.173908951,-0.271797469,-0.174282087,-0.166446047,-0.319441741,1,0,0,1,4960.9140625,-2137.565185547,307.024261475,0.95613718,-0.010334544,-0.015454344,0.292328715,0.777400753,0.004175279,0.004852108,0.628973047,-0.185228781,-1.241422523,-0.00079411
1747821651.53048,-0.130484,-0.573411286,9.653421402,0.144875944,0.14274542,0.073503241,0.186188654,0.163157531,-0.326304214,0.224158822,-0.162680807,-0.283304297,-0.149260473,0.172923828,-0.270663828,-0.176750729,-0.16634695,-0.319403261,1,0,0,1,4963.355957031,-2135.747314453,306.858734131,0.956069231,-0.010015432,-0.014659992,0.292602807,0.777213961,0.004181494,0.005819115,0.629195607,-0.184247794,-1.238858928,-0.000811628
1747821651.53868,-0.254982471,0.395043284,9.52173996,0.010652643,0.090547465,0.058589537,0.184921991,0.163060574,-0.326189922,0.229912276,-0.162465142,-0.282723381,-0.142170333,0.172493254,-0.270317966,-0.178951338,-0.166223513,-0.319384768,1,0,0,1,4963.355957031,-2135.747314453,306.858734131,0.956069231,-0.010015432,-0.014659992,0.292602807,0.777022283,0.004168629,0.006445642,0.629426285,-0.183442921,-1.236542147,-0.000826239
1747821651.54564,0.214281052,-0.695515573,8.378508568,0.080960087,0.029827401,0.05645901,0.182624715,0.162860143,-0.325989756,0.23901653,-0.161471891,-0.283264447,-0.132869717,0.171809526,-0.270580397,-0.181813007,-0.166103098,-0.319299383,1,0,0,1,4968.236328125,-2132.346435547,306.91494751,0.955888689,-0.009990533,-0.013378719,0.293254107,0.776880241,0.004084176,0.006796697,0.629598455,-0.182716601,-1.233556058,-0.001164537
1747821651.55453,0.069431849,0.403422982,8.285135269,0.088416941,-0.033023193,0.006391586,0.180200075,0.1624513,-0.325836105,0.24845874,-0.159962202,-0.284430687,-0.124237911,0.171090651,-0.27211528,-0.184820375,-0.166180725,-0.319089905,1,0,0,1,4970.750976563,-2130.66796875,306.828735352,0.95582372,-0.009708879,-0.013057592,0.293489724,0.77675231,0.004341513,0.007039738,0.629751889,-0.182250291,-1.231236896,-0.001224545
1747821651.56286,0.644040287,-0.110133275,6.73129797,-0.029827401,-0.052197952,0.014913701,0.177851047,0.162470861,-0.325368012,0.256664225,-0.15896299,-0.286981289,-0.115601311,0.170576037,-0.2733824,-0.187826887,-0.166542394,-0.318652129,1,0,0,1,4973.257324219,-2128.872802734,306.550811768,0.955792606,-0.008650217,-0.012918137,0.293630421,0.776727043,0.004673649,0.007070356,0.629780333,-0.181732824,-1.229096805,-0.001359349
1747821651.57078,1.083376288,0.152031809,7.009025574,-0.073503241,-0.079894826,-0.015978964,0.176259466,0.162723109,-0.324952701,0.260344836,-0.158459339,-0.289072677,-0.111800944,0.170525717,-0.275140806,-0.189415077,-0.16671016,-0.318190837,1,0,0,1,4975.859375,-2127.129150391,306.214233398,0.955774724,-0.008297172,-0.013122163,0.293689758,0.776721047,0.004776874,0.006745297,0.629790519,-0.181346395,-1.226855783,-0.00188719
1747821651.57962,1.15280807,-0.526724398,7.705738068,-0.063915856,-0.110787489,0.005326321,0.172981958,0.163148768,-0.324272363,0.264900772,-0.158269058,-0.293918624,-0.106500301,0.170733966,-0.279368737,-0.19253762,-0.166649199,-0.317597995,1,0,0,1,4978.553710938,-2125.401611328,305.768066406,0.955790818,-0.008491234,-0.013582297,0.293610841,0.776795116,0.004847339,0.006274453,0.629703487,-0.180727316,-1.224238385,-0.002447606
1747821651.5886,0.730231524,0.763750315,8.455122948,-0.127831712,-0.109722227,-0.022370551,0.168901136,0.163524792,-0.323425211,0.268574223,-0.15900938,-0.297907294,-0.102692797,0.17150467,-0.284497746,-0.196093338,-0.166250851,-0.316798914,1,0,0,1,4981.326660156,-2123.650146484,305.148223877,0.955772698,-0.009195259,-0.014147177,0.293621927,0.776842247,0.004865253,0.005672701,0.629650913,-0.179972895,-1.221247895,-0.003307603
1747821651.59633,1.082179189,-0.258573771,8.055291176,-0.095873788,-0.140614882,-0.034088459,0.166504281,0.163628696,-0.322944393,0.2685186,-0.159868757,-0.300926875,-0.102137499,0.172021729,-0.28686104,-0.198389396,-0.165942848,-0.316226872,1,0,0,1,4984.134277344,-2121.705078125,304.28717041,0.955787957,-0.00916443,-0.014642882,0.293549001,0.776906666,0.004772919,0.005023699,0.629577648,-0.179476451,-1.218656316,-0.003944311
1747821651.60696,1.26294136,-0.474051923,8.70771122,-0.008522115,-0.115048543,-0.039414778,0.162084349,0.163878077,-0.321972248,0.265164398,-0.162078438,-0.305820253,-0.104150109,0.173340053,-0.293082119,-0.202804007,-0.165581898,-0.314919071,1,0,0,1,4986.987304688,-2119.758300781,303.387054443,0.955801725,-0.008951371,-0.015185548,0.293483019,0.777004602,0.004790756,0.004475225,0.629460777,-0.178867793,-1.215825839,-0.004721223
1747821651.61293,0.936132848,-0.422576606,8.750806808,0.009587379,-0.148071736,-0.046871629,0.159762309,0.163952254,-0.32146378,0.261123442,-0.163910795,-0.308465454,-0.106198879,0.174114287,-0.295160517,-0.204789811,-0.165458407,-0.313870537,1,1,0,1,4989.97265625,-2117.856445313,302.60256958,0.955866218,-0.0095372,-0.015749434,0.293224782,0.777114796,0.005066335,0.004060278,0.629325385,-0.178224959,-1.213091415,-0.005632359
1747821651.6206,0.274136096,-0.466869324,9.461885452,0.062850595,-0.184290722,-0.050067421,0.15615281,0.16391778,-0.320683136,0.257138136,-0.165547918,-0.309608094,-0.110349382,0.174976245,-0.298126495,-0.208430674,-0.165384675,-0.31230673,1,0,0,1,4993.024902344,-2115.907470703,301.648712158,0.955865145,-0.009693394,-0.016279714,0.293194175,0.777227227,0.005488375,0.003693447,0.629185245,-0.177474509,-1.209970714,-0.006862347
1747821651.62896,-0.961272001,0.356736064,10.413579941,0.041545309,-0.251402378,0.005326321,0.153329805,0.164078942,-0.319410621,0.251933156,-0.16320528,-0.312820593,-0.116424022,0.173354179,-0.303049881,-0.211837941,-0.165790803,-0.311124931,1,1,0,1,4996.057617188,-2113.824951172,300.643615723,0.955943048,-0.00862637,-0.016724551,0.292948306,0.777339718,0.006115762,0.003174329,0.629043308,-0.176913961,-1.207432603,-0.00791899
1747821651.63708,0.305260718,-0.912190855,15.458163261,0.11185275,-0.370711982,0,0.151032633,0.163719922,-0.318470296,0.247292393,-0.161317711,-0.315793401,-0.120527314,0.171624302,-0.307092358,-0.214867797,-0.166426875,-0.309918824,1,1,1,1,4999.139648438,-2111.872314453,299.826812744,0.955912888,-0.008606739,-0.017581146,0.29299733,0.777276134,0.006983755,0.002989111,0.629113744,-0.176573122,-1.204660972,-0.008969754
1747821651.64821,-0.366312861,-0.384269387,22.189460754,0.118244343,-0.023435814,0.039414778,0.148314276,0.162404585,-0.318296651,0.243324724,-0.15744969,-0.317878673,-0.121808258,0.169869542,-0.307706169,-0.218630407,-0.166345947,-0.309205204,1,1,1,1,4999.139648438,-2111.872314453,299.826812744,0.955912888,-0.008606739,-0.017581146,0.29299733,0.777164325,0.007486879,0.002304175,0.629248957,-0.176215388,-1.201511088,-0.00897175
1747821651.65381,-1.766920805,-0.250194073,18.446126938,0.059654802,0.109722227,0.100134842,0.145587441,0.16133967,-0.318450235,0.240710925,-0.155942025,-0.317884664,-0.123917506,0.170039697,-0.306913087,-0.221189503,-0.165875283,-0.309108495,1,1,1,1,5005.125,-2107.833740234,299.834655762,0.955830216,-0.008220996,-0.018685633,0.293209672,0.777069897,0.007676278,0.002419349,0.62936285,-0.175369648,-1.200020247,-0.008792324
1747821651.6626,-2.383427858,-0.08379706,12.585121155,-0.117179073,0.169377029,0.118244343,0.143505091,0.160348271,-0.319058241,0.237671979,-0.15501493,-0.318061534,-0.126012763,0.16958346,-0.307049466,-0.223293633,-0.165180859,-0.309918132,1,1,1,1,5007.930664063,-2105.845214844,300.64465332,0.955706298,-0.00817037,-0.018139394,0.293648928,0.776753681,0.007192065,0.00283183,0.629757075,-0.174565307,-1.197373165,-0.008210471
1747821651.67077,-1.15161097,0.867898107,9.276334763,-0.152332798,0.13741909,0.172572821,0.140288567,0.160617964,-0.319750176,0.235282093,-0.154632639,-0.318440528,-0.130143759,0.169756176,-0.307832135,-0.226502634,-0.164609495,-0.311339437,1,1,1,1,5010.650878906,-2103.987792969,301.838378906,0.955546677,-0.008803408,-0.017815506,0.294169486,0.77648715,0.006287489,0.002723444,0.630095831,-0.17403656,-1.194917724,-0.007930146
1747821651.67967,-0.494402647,0.725443125,7.521384716,-0.192812845,0.057524271,0.062850595,0.137945051,0.164127845,-0.317512912,0.233902191,-0.153789208,-0.319206967,-0.134007071,0.168078691,-0.310243196,-0.229896852,-0.167148112,-0.310514634,1,1,1,1,5013.291503906,-2102.134521484,302.926605225,0.955310464,-0.009717952,-0.017535655,0.294923604,0.776148606,0.005263827,0.002896363,0.630521407,-0.17392021,-1.191920731,-0.006548963
1747821651.68776,-0.721851826,-0.952892303,6.252457619,0.205596015,0.029827401,0.011717907,0.137689153,0.167486252,-0.314847177,0.231822141,-0.153233798,-0.320222718,-0.137811536,0.16678704,-0.312224174,-0.230224091,-0.168899842,-0.308954948,0,1,1,0,5015.881347656,-2100.251708984,303.920959473,0.955189049,-0.009809955,-0.017142789,0.295336783,0.776149942,0.004978945,0.003320885,0.630519984,-0.173645782,-1.188994529,-0.005260023
1747821651.69593,-0.800860465,-1.456871748,6.464344501,0.333427727,-0.018109493,-0.079894826,0.139380136,0.168868626,-0.312621868,0.229065794,-0.153220654,-0.320748106,-0.14083616,0.165999083,-0.31322101,-0.228689745,-0.17026,-0.307010957,0,1,1,0,5018.473144531,-2098.406494141,304.74029541,0.955190599,-0.009560937,-0.016740328,0.29536292,0.776294873,0.005577718,0.003937016,0.630332975,-0.173059598,-1.186577565,-0.004710204
1747821651.70457,-1.118092179,1.290474772,4.784811974,0.151267529,-0.079894826,-0.150202274,0.142244215,0.169211941,-0.309980705,0.225868864,-0.153399478,-0.320935469,-0.142629718,0.165914437,-0.313423179,-0.227157117,-0.171625085,-0.304510583,0,1,1,0,5021.0390625,-2096.557128906,305.331451416,0.955289125,-0.008215403,-0.01644147,0.295101434,0.776635408,0.006611858,0.004501277,0.629899567,-0.172017322,-1.183721058,-0.004330632
1747821651.71263,-0.300472319,2.118868589,6.675034523,0.038349517,-0.100134842,-0.29827401,0.144722236,0.169386638,-0.307109414,0.22217672,-0.153603159,-0.32109531,-0.144560107,0.16658492,-0.313291696,-0.223664271,-0.172741888,-0.301441828,0,1,1,0,5023.625,-2094.712646484,305.647796631,0.955469191,-0.007799156,-0.016645696,0.294517785,0.77691415,0.006703669,0.004368103,0.629555703,-0.171428876,-1.181642959,-0.004360083
